,Date,Week_Day,Month,User_Activity,Food_Count,total_calories,total_carbs,total_fat,total_protein,total_sodium,total_sugar,total_fiber,goal_calories,goal_carbs,goal_fat,goal_protein,goal_sodium,goal_sugar,goal_fiber,diff_calories,diff_carbs,diff_fat,diff_protein,diff_sodium,diff_sugar,diff_fiber
131,2015-01-23,Friday,January,4091,13676,5855107.0,586686.0,214807.0,301345.0,5534926.0,133927.0,28577.0,7349527.0,780641.0,246936.0,459594.0,6510700.0,171914.0,48297.0,-1494420.0,-193955.0,-32129.0,-158249.0,-975774.0,-37987.0,-19720.0
132,2015-01-24,Saturday,January,3813,12763,5502609.0,534634.0,203237.0,267537.0,5139445.0,122876.0,23410.0,6906196.0,733665.0,232946.0,429830.0,6082000.0,163676.0,44406.0,-1403587.0,-199031.0,-29709.0,-162293.0,-942555.0,-40800.0,-20996.0
133,2015-01-25,Sunday,January,3720,12655,5271544.0,524026.0,198519.0,262471.0,4932591.0,118516.0,23365.0,6628469.0,704209.0,223580.0,414092.0,5913700.0,155768.0,42800.0,-1356925.0,-180183.0,-25061.0,-151621.0,-981109.0,-37252.0,-19435.0
134,2015-01-26,Monday,January,4462,15145,6247794.0,647691.0,226511.0,341487.0,5891169.0,149698.0,33698.0,8081715.0,859404.0,271391.0,506378.0,7070900.0,189213.0,52686.0,-1833921.0,-211713.0,-44880.0,-164891.0,-1179731.0,-39515.0,-18988.0
135,2015-01-27,Tuesday,January,4427,15120,6312128.0,645493.0,230762.0,341741.0,5990005.0,149593.0,33547.0,8036377.0,848142.0,271093.0,505439.0,6979900.0,189006.0,52199.0,-1724249.0,-202649.0,-40331.0,-163698.0,-989895.0,-39413.0,-18652.0
136,2015-01-28,Wednesday,January,4458,15237,6285493.0,646434.0,229108.0,340588.0,6061978.0,148107.0,32950.0,8085558.0,855803.0,271418.0,509092.0,7056700.0,191445.0,52520.0,-1800065.0,-209369.0,-42310.0,-168504.0,-994722.0,-43338.0,-19570.0
137,2015-01-29,Thursday,January,4286,14605,6093646.0,620782.0,222369.0,333900.0,5870470.0,144206.0,30445.0,7742133.0,822119.0,261282.0,483167.0,6812300.0,183819.0,49924.0,-1648487.0,-201337.0,-38913.0,-149267.0,-941830.0,-39613.0,-19479.0
138,2015-01-30,Friday,January,4028,13622,6903056.0,573919.0,339976.0,291198.0,5347520.0,128910.0,27276.0,7233649.0,765157.0,243628.0,452542.0,6364350.0,170348.0,47232.0,-330593.0,-191238.0,96348.0,-161344.0,-1016830.0,-41438.0,-19956.0
139,2015-01-31,Saturday,January,3627,12146,5160281.0,503359.0,190447.0,252751.0,4881716.0,111634.0,22032.0,6555019.0,693353.0,222009.0,411949.0,5748200.0,155076.0,42551.0,-1394738.0,-189994.0,-31562.0,-159198.0,-866484.0,-43442.0,-20519.0
140,2015-02-01,Sunday,February,3479,11956,5011659.0,476423.0,188230.0,243163.0,4708652.0,105976.0,21272.0,6159714.0,648333.0,209541.0,386999.0,5561000.0,144924.0,39372.0,-1148055.0,-171910.0,-21311.0,-143836.0,-852348.0,-38948.0,-18100.0
141,2015-02-02,Monday,February,4335,14410,6060447.0,615065.0,222687.0,329954.0,5569909.0,137964.0,32559.0,7866334.0,828101.0,264927.0,495097.0,6713950.0,182391.0,52309.0,-1805887.0,-213036.0,-42240.0,-165143.0,-1144041.0,-44427.0,-19750.0
142,2015-02-03,Tuesday,February,4379,14921,6176651.0,631502.0,225563.0,333696.0,5680546.0,146219.0,32878.0,7915818.0,835308.0,266438.0,497957.0,6806200.0,185083.0,52280.0,-1739167.0,-203806.0,-40875.0,-164261.0,-1125654.0,-38864.0,-19402.0
143,2015-02-04,Wednesday,February,4336,14722,6194916.0,629326.0,225617.0,332451.0,5725080.0,144612.0,33330.0,7890383.0,833530.0,265073.0,494503.0,6777300.0,184480.0,52199.0,-1695467.0,-204204.0,-39456.0,-162052.0,-1052220.0,-39868.0,-18869.0
144,2015-02-05,Thursday,February,4247,14492,5994719.0,602858.0,220322.0,321729.0,5552699.0,138371.0,31971.0,7663343.0,809065.0,259074.0,478877.0,6622000.0,193853.0,50076.0,-1668624.0,-206207.0,-38752.0,-157148.0,-1069301.0,-55482.0,-18105.0
145,2015-02-06,Friday,February,4012,13434,5697008.0,568850.0,205825.0,292212.0,5277194.0,128073.0,28531.0,7211097.0,758072.0,242960.0,452782.0,6265850.0,170247.0,47778.0,-1514089.0,-189222.0,-37135.0,-160570.0,-988656.0,-42174.0,-19247.0
146,2015-02-07,Saturday,February,3645,12246,5283859.0,513640.0,195861.0,255418.0,4888162.0,114259.0,22583.0,6678970.0,707276.0,225353.0,418748.0,5788050.0,158522.0,42984.0,-1395111.0,-193636.0,-29492.0,-163330.0,-899888.0,-44263.0,-20401.0
147,2015-02-08,Sunday,February,3639,12372,5129215.0,502948.0,193526.0,256746.0,4684000.0,115711.0,22878.0,6524327.0,687162.0,221413.0,409524.0,5767450.0,154076.0,42296.0,-1395112.0,-184214.0,-27887.0,-152778.0,-1083450.0,-38365.0,-19418.0
148,2015-02-09,Monday,February,4395,14878,6155183.0,628835.0,224278.0,346109.0,5806559.0,146288.0,34091.0,7984763.0,844818.0,267773.0,502206.0,6919550.0,197483.0,52347.0,-1829580.0,-215983.0,-43495.0,-156097.0,-1112991.0,-51195.0,-18256.0
149,2015-02-10,Tuesday,February,4325,14741,6111369.0,621487.0,223137.0,334060.0,5676086.0,144947.0,32498.0,7866726.0,834039.0,263839.0,493304.0,6820550.0,186418.0,51834.0,-1755357.0,-212552.0,-40702.0,-159244.0,-1144464.0,-41471.0,-19336.0
150,2015-02-11,Wednesday,February,4214,14433,6006774.0,611655.0,217912.0,324370.0,5566924.0,140709.0,31854.0,7642664.0,806753.0,256602.0,480974.0,6585300.0,180287.0,50793.0,-1635890.0,-195098.0,-38690.0,-156604.0,-1018376.0,-39578.0,-18939.0
151,2015-02-12,Thursday,February,4085,13829,5745629.0,582150.0,210323.0,309313.0,5395073.0,134711.0,29077.0,7329072.0,773647.0,247139.0,459050.0,6427600.0,172887.0,47987.0,-1583443.0,-191497.0,-36816.0,-149737.0,-1032527.0,-38176.0,-18910.0
152,2015-02-13,Friday,February,3731,12414,5313813.0,526621.0,194687.0,268717.0,4879805.0,122120.0,24948.0,6711725.0,711526.0,226885.0,417736.0,5872200.0,159358.0,44066.0,-1397912.0,-184905.0,-32198.0,-149019.0,-992395.0,-37238.0,-19118.0
153,2015-02-14,Saturday,February,3294,11113,4818688.0,460164.0,182434.0,226798.0,4218582.0,106495.0,19336.0,5956111.0,630300.0,201027.0,371865.0,5168450.0,143003.0,38270.0,-1137423.0,-170136.0,-18593.0,-145067.0,-949868.0,-36508.0,-18934.0
154,2015-02-15,Sunday,February,3289,11433,4655571.0,451729.0,176537.0,229657.0,4271663.0,102164.0,20239.0,5838669.0,616877.0,196724.0,365192.0,5188250.0,139476.0,37698.0,-1183098.0,-165148.0,-20187.0,-135535.0,-916587.0,-37312.0,-17459.0
155,2015-02-16,Monday,February,3993,13503,5674199.0,565564.0,209428.0,302420.0,5284985.0,133142.0,27849.0,7212224.0,759527.0,243597.0,453589.0,6317100.0,172160.0,46672.0,-1538025.0,-193963.0,-34169.0,-151169.0,-1032115.0,-39018.0,-18823.0
156,2015-02-17,Tuesday,February,4069,13954,5834464.0,590819.0,213539.0,311906.0,5417720.0,136715.0,30410.0,7353601.0,774430.0,247746.0,461739.0,6414400.0,173632.0,48442.0,-1519137.0,-183611.0,-34207.0,-149833.0,-996680.0,-36917.0,-18032.0
157,2015-02-18,Wednesday,February,4142,14299,5885057.0,600936.0,214609.0,314424.0,5403022.0,140974.0,30862.0,7455304.0,784010.0,251750.0,468628.0,6519700.0,176793.0,48857.0,-1570247.0,-183074.0,-37141.0,-154204.0,-1116678.0,-35819.0,-17995.0
158,2015-02-19,Thursday,February,3979,13623,5740759.0,578326.0,210858.0,302874.0,5392522.0,132328.0,29572.0,7169045.0,755874.0,241386.0,449994.0,6298850.0,171439.0,47114.0,-1428286.0,-177548.0,-30528.0,-147120.0,-906328.0,-39111.0,-17542.0
159,2015-02-20,Friday,February,3772,12869,5393435.0,539879.0,197742.0,276483.0,5030260.0,124328.0,25272.0,6766580.0,712940.0,228168.0,425922.0,5970450.0,162800.0,43917.0,-1373145.0,-173061.0,-30426.0,-149439.0,-940190.0,-38472.0,-18645.0
160,2015-02-21,Saturday,February,3489,11910,5051160.0,488049.0,188349.0,247558.0,4705926.0,109416.0,22051.0,6344239.0,664862.0,215480.0,398887.0,5530100.0,151265.0,40871.0,-1293079.0,-176813.0,-27131.0,-151329.0,-824174.0,-41849.0,-18820.0
161,2015-02-22,Sunday,February,3454,11987,4901691.0,484812.0,184513.0,243677.0,4510708.0,108372.0,23156.0,6128043.0,642698.0,208651.0,384009.0,5503450.0,146167.0,39574.0,-1226352.0,-157886.0,-24138.0,-140332.0,-992742.0,-37795.0,-16418.0
162,2015-02-23,Monday,February,4217,14242,5967538.0,610362.0,217368.0,325483.0,5580628.0,141427.0,31985.0,7612679.0,799379.0,256957.0,478983.0,6603350.0,180061.0,50259.0,-1645141.0,-189017.0,-39589.0,-153500.0,-1022722.0,-38634.0,-18274.0
163,2015-02-24,Tuesday,February,4168,14425,5973689.0,612413.0,218667.0,322876.0,5640621.0,141794.0,31747.0,7570672.0,793517.0,255768.0,475945.0,6539100.0,179235.0,50026.0,-1596983.0,-181104.0,-37101.0,-153069.0,-898479.0,-37441.0,-18279.0
164,2015-02-25,Wednesday,February,4100,13954,5902935.0,601105.0,217933.0,317932.0,5591153.0,134754.0,31113.0,7426540.0,780068.0,250888.0,466296.0,6454900.0,174890.0,49275.0,-1523605.0,-178963.0,-32955.0,-148364.0,-863747.0,-40136.0,-18162.0
165,2015-02-26,Thursday,February,4003,13643,5677567.0,575878.0,210608.0,306036.0,5393207.0,133132.0,29255.0,7211283.0,757209.0,245203.0,453046.0,6324150.0,169694.0,47356.0,-1533716.0,-181331.0,-34595.0,-147010.0,-930943.0,-36562.0,-18101.0
166,2015-02-27,Friday,February,3702,12596,5263281.0,525738.0,192412.0,270633.0,4832058.0,118563.0,26339.0,6698785.0,702865.0,227182.0,420353.0,5894550.0,157988.0,44111.0,-1435504.0,-177127.0,-34770.0,-149720.0,-1062492.0,-39425.0,-17772.0
167,2015-02-28,Saturday,February,3382,11598,4923676.0,485098.0,183150.0,237274.0,4490209.0,108692.0,21433.0,6163296.0,641972.0,209917.0,389042.0,5384050.0,146328.0,40435.0,-1239620.0,-156874.0,-26767.0,-151768.0,-893841.0,-37636.0,-19002.0
168,2015-03-01,Sunday,March,3387,11823,4749167.0,468187.0,177942.0,239815.0,4574066.0,105352.0,21366.0,6006264.0,625120.0,204862.0,378526.0,5388350.0,140152.0,39053.0,-1257097.0,-156933.0,-26920.0,-138711.0,-814284.0,-34800.0,-17687.0
169,2015-03-02,Monday,March,4207,14386,5877995.0,597778.0,214424.0,325713.0,5481014.0,136167.0,32721.0,7632566.0,799035.0,259588.0,485809.0,6586900.0,176508.0,51479.0,-1754571.0,-201257.0,-45164.0,-160096.0,-1105886.0,-40341.0,-18758.0
170,2015-03-03,Tuesday,March,4155,14285,5945253.0,607026.0,216402.0,325673.0,5500346.0,136013.0,31507.0,7506689.0,786044.0,254215.0,475496.0,6479550.0,174639.0,50447.0,-1561436.0,-179018.0,-37813.0,-149823.0,-979204.0,-38626.0,-18940.0
171,2015-03-04,Wednesday,March,4086,14129,5848414.0,589548.0,212676.0,315972.0,5396789.0,134748.0,31019.0,7408512.0,777336.0,251441.0,469932.0,6418100.0,171928.0,49669.0,-1560098.0,-187788.0,-38765.0,-153960.0,-1021311.0,-37180.0,-18650.0
172,2015-03-05,Thursday,March,3953,13677,5624293.0,568495.0,206316.0,300693.0,5256099.0,130050.0,29542.0,7131346.0,747136.0,241637.0,449451.0,6178500.0,166341.0,47445.0,-1507053.0,-178641.0,-35321.0,-148758.0,-922401.0,-36291.0,-17903.0
173,2015-03-06,Friday,March,3733,12657,5376742.0,530229.0,196788.0,277357.0,4968395.0,119371.0,27267.0,6718258.0,701091.0,227485.0,425280.0,5892800.0,157754.0,44840.0,-1341516.0,-170862.0,-30697.0,-147923.0,-924405.0,-38383.0,-17573.0
174,2015-03-07,Saturday,March,3443,11484,4970489.0,477250.0,184297.0,244511.0,4517415.0,108075.0,21806.0,6318705.0,657562.0,215044.0,399737.0,5481200.0,150775.0,40907.0,-1348216.0,-180312.0,-30747.0,-155226.0,-963785.0,-42700.0,-19101.0
175,2015-03-08,Sunday,March,3410,11433,4809726.0,473473.0,179694.0,240864.0,4386474.0,108709.0,22737.0,6125679.0,634680.0,209056.0,389370.0,5375600.0,145297.0,40938.0,-1315953.0,-161207.0,-29362.0,-148506.0,-989126.0,-36588.0,-18201.0
176,2015-03-09,Monday,March,4226,14288,5980220.0,606348.0,219228.0,326770.0,5481291.0,139962.0,33258.0,7700190.0,803575.0,260860.0,486650.0,6592900.0,177826.0,52039.0,-1719970.0,-197227.0,-41632.0,-159880.0,-1111609.0,-37864.0,-18781.0
177,2015-03-10,Tuesday,March,4182,14164,5980930.0,603887.0,220844.0,336793.0,5535618.0,136960.0,33250.0,7624211.0,793516.0,258768.0,485293.0,6517000.0,175581.0,51932.0,-1643281.0,-189629.0,-37924.0,-148500.0,-981382.0,-38621.0,-18682.0
178,2015-03-11,Wednesday,March,4118,14117,5876385.0,591671.0,215947.0,321136.0,5374759.0,132840.0,31973.0,7486694.0,778977.0,253987.0,475667.0,6466850.0,172471.0,51008.0,-1610309.0,-187306.0,-38040.0,-154531.0,-1092091.0,-39631.0,-19035.0
179,2015-03-12,Thursday,March,3893,13159,5495845.0,549792.0,201905.0,292847.0,5074614.0,124879.0,29717.0,7055665.0,736351.0,240282.0,447447.0,6132650.0,161833.0,47762.0,-1559820.0,-186559.0,-38377.0,-154600.0,-1058036.0,-36954.0,-18045.0
180,2015-03-13,Friday,March,3417,11523,4834997.0,478716.0,178192.0,246215.0,4444507.0,107534.0,24103.0,6173854.0,644309.0,210496.0,390940.0,5380850.0,141087.0,41404.0,-1338857.0,-165593.0,-32304.0,-144725.0,-936343.0,-33553.0,-17301.0
181,2015-03-14,Saturday,March,3038,10237,4379630.0,420999.0,163834.0,212228.0,4011624.0,91598.0,18688.0,5586778.0,585581.0,190063.0,352217.0,4810950.0,129742.0,36975.0,-1207148.0,-164582.0,-26229.0,-139989.0,-799326.0,-38144.0,-18287.0
182,2015-03-15,Sunday,March,3018,10171,4220833.0,403991.0,161846.0,217080.0,3869536.0,89116.0,19160.0,5423220.0,565032.0,185106.0,345318.0,4787850.0,124599.0,36741.0,-1202387.0,-161041.0,-23260.0,-128238.0,-918314.0,-35483.0,-17581.0
183,2015-03-16,Monday,March,3627,12320,5098465.0,513067.0,187039.0,284290.0,4649500.0,116999.0,27525.0,6669420.0,700528.0,224806.0,424292.0,5650900.0,150391.0,45675.0,-1570955.0,-187461.0,-37767.0,-140002.0,-1001400.0,-33392.0,-18150.0
184,2015-03-17,Tuesday,March,3397,11487,4852607.0,492090.0,180197.0,269165.0,4518746.0,109058.0,26265.0,6216626.0,651148.0,209651.0,396468.0,5320200.0,142795.0,42511.0,-1364019.0,-159058.0,-29454.0,-127303.0,-801454.0,-33737.0,-16246.0
185,2015-03-18,Wednesday,March,3158,10700,4486163.0,452827.0,166381.0,245384.0,4202426.0,100122.0,24587.0,5721331.0,598278.0,192950.0,364242.0,4937600.0,130540.0,39564.0,-1235168.0,-145451.0,-26569.0,-118858.0,-735174.0,-30418.0,-14977.0
186,2015-03-19,Thursday,March,2788,9488,3897073.0,391409.0,145523.0,214840.0,3725502.0,86809.0,21275.0,5042283.0,525103.0,170912.0,321620.0,4354500.0,115223.0,34794.0,-1145210.0,-133694.0,-25389.0,-106780.0,-628998.0,-28414.0,-13519.0
187,2015-03-20,Friday,March,2331,7758,3203060.0,320432.0,118157.0,168233.0,3022571.0,69178.0,16312.0,4210423.0,440236.0,142130.0,267844.0,3665800.0,94244.0,29162.0,-1007363.0,-119804.0,-23973.0,-99611.0,-643229.0,-25066.0,-12850.0
188,2015-03-21,Saturday,March,1894,6349,2700802.0,261844.0,100465.0,134061.0,2467477.0,54466.0,12307.0,3520414.0,369795.0,119739.0,219500.0,2972850.0,78365.0,23872.0,-819612.0,-107951.0,-19274.0,-85439.0,-505373.0,-23899.0,-11565.0
189,2015-03-22,Sunday,March,1856,6196,2608932.0,258992.0,98367.0,132446.0,2449919.0,54730.0,12504.0,3366486.0,352947.0,113874.0,212261.0,2881400.0,76722.0,22933.0,-757554.0,-93955.0,-15507.0,-79815.0,-431481.0,-21992.0,-10429.0
190,2015-03-23,Monday,March,2290,7743,3179506.0,324245.0,115517.0,176886.0,2864842.0,73633.0,17954.0,4147936.0,433798.0,139154.0,264354.0,3548600.0,94002.0,28247.0,-968430.0,-109553.0,-23637.0,-87468.0,-683758.0,-20369.0,-10293.0
191,2015-03-24,Tuesday,March,2153,7241,3007554.0,306871.0,109768.0,165736.0,2698799.0,67536.0,17119.0,3938074.0,414547.0,131488.0,251355.0,3312800.0,88270.0,27196.0,-930520.0,-107676.0,-21720.0,-85619.0,-614001.0,-20734.0,-10077.0
192,2015-03-25,Wednesday,March,1974,6742,2796202.0,284830.0,102502.0,152664.0,2567241.0,64436.0,15322.0,3599033.0,377295.0,120242.0,229822.0,3062500.0,80784.0,24733.0,-802831.0,-92465.0,-17740.0,-77158.0,-495259.0,-16348.0,-9411.0
193,2015-03-26,Thursday,March,1847,6236,2543400.0,256780.0,93959.0,141100.0,2347719.0,55679.0,14130.0,3348930.0,351022.0,112361.0,213785.0,2858800.0,74908.0,23274.0,-805530.0,-94242.0,-18402.0,-72685.0,-511081.0,-19229.0,-9144.0
194,2015-03-27,Friday,March,1590,5292,2216432.0,225557.0,81470.0,113322.0,2048389.0,48817.0,11543.0,2884499.0,301573.0,97014.0,183370.0,2481100.0,64944.0,19678.0,-668067.0,-76016.0,-15544.0,-70048.0,-432711.0,-16127.0,-8135.0
195,2015-03-28,Saturday,March,1329,4365,1904055.0,187089.0,71340.0,92069.0,1811691.0,38585.0,8611.0,2450845.0,257110.0,82531.0,154599.0,2076500.0,55696.0,16583.0,-546790.0,-70021.0,-11191.0,-62530.0,-264809.0,-17111.0,-7972.0
196,2015-03-29,Sunday,March,1285,4275,1815674.0,179978.0,67648.0,90317.0,1664028.0,39193.0,8523.0,2335215.0,245519.0,78229.0,146939.0,2010200.0,52793.0,15951.0,-519541.0,-65541.0,-10581.0,-56622.0,-346172.0,-13600.0,-7428.0
197,2015-03-30,Monday,March,1543,5331,2109778.0,212005.0,77635.0,116929.0,1908491.0,47490.0,11231.0,2808205.0,293928.0,93759.0,178433.0,2379800.0,62582.0,19069.0,-698427.0,-81923.0,-16124.0,-61504.0,-471309.0,-15092.0,-7838.0
198,2015-03-31,Tuesday,March,1293,4510,1780880.0,180914.0,66051.0,98840.0,1604248.0,41455.0,9934.0,2372982.0,248002.0,79625.0,151864.0,2011200.0,53959.0,15810.0,-592102.0,-67088.0,-13574.0,-53024.0,-406952.0,-12504.0,-5876.0
199,2015-04-01,Wednesday,April,1126,3841,1619874.0,161038.0,58210.0,92878.0,1537254.0,34258.0,8449.0,2087435.0,219070.0,69203.0,133302.0,1773900.0,46568.0,13930.0,-467561.0,-58032.0,-10993.0,-40424.0,-236646.0,-12310.0,-5481.0
200,2015-04-02,Thursday,April,946,3139,1294454.0,128662.0,47626.0,71568.0,1248167.0,28590.0,6574.0,1731854.0,183758.0,57826.0,113561.0,1503600.0,38622.0,11222.0,-437400.0,-55096.0,-10200.0,-41993.0,-255433.0,-10032.0,-4648.0
201,2015-04-03,Friday,April,742,2541,1011069.0,100129.0,37382.0,54705.0,938073.0,21327.0,5011.0,1376996.0,143091.0,45574.0,89611.0,1160450.0,29830.0,9467.0,-365927.0,-42962.0,-8192.0,-34906.0,-222377.0,-8503.0,-4456.0
202,2015-04-04,Saturday,April,584,1985,818307.0,80131.0,30614.0,41695.0,752675.0,17802.0,3670.0,1094736.0,112784.0,36792.0,71645.0,911700.0,24307.0,7410.0,-276429.0,-32653.0,-6178.0,-29950.0,-159025.0,-6505.0,-3740.0
203,2015-04-05,Sunday,April,515,1766,710073.0,66273.0,26095.0,34380.0,631687.0,14119.0,2955.0,925362.0,95594.0,30819.0,60391.0,796050.0,20594.0,6249.0,-215289.0,-29321.0,-4724.0,-26011.0,-164363.0,-6475.0,-3294.0
204,2015-04-06,Monday,April,574,1940,745455.0,74221.0,27560.0,42725.0,681933.0,16300.0,4168.0,1052852.0,109239.0,34863.0,68753.0,896850.0,23351.0,7116.0,-307397.0,-35018.0,-7303.0,-26028.0,-214917.0,-7051.0,-2948.0
205,2015-04-07,Tuesday,April,351,1276,453123.0,45123.0,17046.0,26786.0,421763.0,10427.0,2719.0,631248.0,66295.0,21291.0,40880.0,559550.0,14365.0,4147.0,-178125.0,-21172.0,-4245.0,-14094.0,-137787.0,-3938.0,-1428.0
206,2015-04-08,Wednesday,April,132,480,153984.0,14922.0,6191.0,8971.0,154710.0,3206.0,1006.0,240845.0,24746.0,8281.0,15377.0,224400.0,5382.0,1561.0,-86861.0,-9824.0,-2090.0,-6406.0,-69690.0,-2176.0,-555.0
207,2015-04-09,Thursday,April,17,47,16174.0,1685.0,436.0,1025.0,15415.0,318.0,37.0,29189.0,3257.0,948.0,1913.0,27700.0,565.0,148.0,-13015.0,-1572.0,-512.0,-888.0,-12285.0,-247.0,-111.0
